4.437479369,3.957882347,4.088847382,
3.003353992,1.150516089,0.905363437,
29.96824402,1999.949049,1998.553465,
0.451292493,0.450043882,0.433630151,
0.012619741,0.15910848,0.171124127,
NaN,4.050341985,8.772571944,
NaN,NaN,0.007658075,
NaN,NaN,NaN,
NaN,0.00334201,0.003955577,
,,,
,,,
4.760117232,3.58838623,3.446157157,
NaN,NaN,NaN,
1.069146992,0.283459957,0.077318665,
0.183382498,0.150691819,0.167228823,
14.54794757,10.94427862,6.876126842,
1.62106907,1.540182975,1.62106907,
0.002146572,0.002048324,0.002146572,
15.87973791,14.85873518,15.87973791,
0.000454948,0.000511672,0.000454948,
,,,
,,,
8.826765988,8.826765988,3.158285707,
NaN,NaN,NaN,
31.44735876,31.44735876,NaN,
0.288364657,0.288364657,0.204061777,
NaN,NaN,5.99848551,
NaN,2.38941753,3.680584555,
NaN,0.002623002,0.003477984,
NaN,NaN,NaN,
NaN,0.001717045,0.004546992,